LEXICAL CUE	SYNONYMS	IGNORANCE TYPE
remain_inconsistent	remain_inconsistent	ALTERNATIVE_OPTIONS_CONTROVERSY
remain_limited	remain_limited	INCOMPLETE_EVIDENCE
remain_scarce	remain_scarce	INCOMPLETE_EVIDENCE
remain_to_be_defined	remain_to_be_defined	FULL_UNKNOWN
remain_to_be_determined	remain_to_be_determined	FULL_UNKNOWN
remain_unclear	remain_unclear	FULL_UNKNOWN
remain_variable	remain_variable	ALTERNATIVE_OPTIONS_CONTROVERSY
remained	remained	INCOMPLETE_EVIDENCE
remains	remains	INCOMPLETE_EVIDENCE
remains...challenge	remains.{0,15}challenge	DIFFICULT_TASK
remains...partially	remains.{0,10}partially	INCOMPLETE_EVIDENCE
remains...problem	remains.{0,14}problem	PROBLEM_COMPLICATION
remains_a_common_occurrence	remains_a_common_occurrence	INCOMPLETE_EVIDENCE
remains_elusive	remains_elusive	FULL_UNKNOWN
remains_limited	remains_limited	INCOMPLETE_EVIDENCE
remains_relatively_unexplored	remains_relatively_unexplored	FULL_UNKNOWN
remains_to_be_elucidated	remains_to_be_elucidated	FULL_UNKNOWN
remains_to_be_established	remains_to_be_established	FULL_UNKNOWN
remains_unclear	remains_unclear	FULL_UNKNOWN
remains_under-studied	remains_under-studied	INCOMPLETE_EVIDENCE
remains_under_investigation	remains_under_investigation	INCOMPLETE_EVIDENCE
remains_unknown	remains_unknown	FULL_UNKNOWN
remarkable	remarkable	ANOMALY_CURIOUS_FINDING
remarkably	remarkably	ANOMALY_CURIOUS_FINDING
replicated	replicated	INCOMPLETE_EVIDENCE
replication_studies_are_needed	replication_studies_are_needed	FUTURE_WORK
reported	reported	INCOMPLETE_EVIDENCE
require	require	FUTURE_WORK
required	required	IMPORTANT_CONSIDERATION
requires	requires	IMPORTANT_CONSIDERATION
research...limited	research.{0,51}limited	INCOMPLETE_EVIDENCE
research_attention	research_attention	INCOMPLETE_EVIDENCE
research_evidence	research_evidence	INCOMPLETE_EVIDENCE
research_gaps	research_gaps	FULL_UNKNOWN
research_in_this_area	research_in_this_area	FUTURE_WORK
research_interest	research_interest	INCOMPLETE_EVIDENCE
research_is_needed	research_is_needed	FUTURE_WORK
research_questions	research_questions	EXPLICIT_QUESTION
results_from_another_group	results_from_another_group	INCOMPLETE_EVIDENCE
reveal	reveal	INCOMPLETE_EVIDENCE
revealed	revealed	INCOMPLETE_EVIDENCE
reveals	reveals	INCOMPLETE_EVIDENCE
revisited	revisited	FUTURE_WORK
robust	robust	INCOMPLETE_EVIDENCE
role	role	SUPERFICIAL_RELATIONSHIP
roles	roles	SUPERFICIAL_RELATIONSHIP
rough_indicator	rough_indicator	INCOMPLETE_EVIDENCE
scant	scant	INCOMPLETE_EVIDENCE
scant_evidence	scant_evidence	INCOMPLETE_EVIDENCE
scanty_reports	scanty_reports	INCOMPLETE_EVIDENCE
scarce	scarce	INCOMPLETE_EVIDENCE
scarce_information	scarce_information	INCOMPLETE_EVIDENCE
scrutiny	scrutiny	ALTERNATIVE_OPTIONS_CONTROVERSY
seem	seem	ANOMALY_CURIOUS_FINDING
seem_to_be	seem_to_be	ANOMALY_CURIOUS_FINDING
seemed	seemed	ANOMALY_CURIOUS_FINDING
seemed_to_be	seemed_to_be	ANOMALY_CURIOUS_FINDING
seemingly	seemingly	ANOMALY_CURIOUS_FINDING
seems	seems	ANOMALY_CURIOUS_FINDING
serve_as_a_basis	serve_as_a_basis	FUTURE_PREDICTION
set_a_precedent	set_a_precedent	INCOMPLETE_EVIDENCE
set_out	set_out	QUESTION_ANSWERED_BY_THIS_WORK
several_epidemiological_data	several_epidemiological_data	INCOMPLETE_EVIDENCE
several_evidences	several_evidences	INCOMPLETE_EVIDENCE
several_explanations	several_explanations	ALTERNATIVE_OPTIONS_CONTROVERSY
several_methods	several_methods	ALTERNATIVE_OPTIONS_CONTROVERSY
several_studies	several_studies	INCOMPLETE_EVIDENCE
severe	severe	IMPORTANT_CONSIDERATION
shed_light	shed_light	INCOMPLETE_EVIDENCE
should	should	FUTURE_WORK
should_be	should_be	FUTURE_WORK
should_be_confirmed_in_further_analyses	should_be_confirmed_in_further_analyses	FUTURE_WORK
should_be_mentioned	should_be_mentioned	IMPORTANT_CONSIDERATION
should_bear_in_mind	should_bear_in_mind	FUTURE_WORK
should_not_be	should_not_be	FUTURE_WORK
show	show	INCOMPLETE_EVIDENCE
showed	showed	INCOMPLETE_EVIDENCE
similar_to	similar_to	INCOMPLETE_EVIDENCE
similarity	similarity	SUPERFICIAL_RELATIONSHIP
similarly	similarly	SUPERFICIAL_RELATIONSHIP
since	since	PROBLEM_COMPLICATION
small-scale_studies	small-scale_studies	INCOMPLETE_EVIDENCE
smaller...studies	smaller.{0,23}studies	INCOMPLETE_EVIDENCE
some	some	INCOMPLETE_EVIDENCE
some...but_not_all	some.{0,6}but_not_all	ALTERNATIVE_OPTIONS_CONTROVERSY
some...however	some.{0,20}however	INCOMPLETE_EVIDENCE
some_evidence	some_evidence	INCOMPLETE_EVIDENCE
some_evidence_to_suggest	some_evidence_to_suggest	INCOMPLETE_EVIDENCE
some_studies	some_studies	INCOMPLETE_EVIDENCE
sought	sought	QUESTION_ANSWERED_BY_THIS_WORK
speculate	speculate	INCOMPLETE_EVIDENCE
speculation	speculation	INCOMPLETE_EVIDENCE
speculations	speculations	INCOMPLETE_EVIDENCE
speculative	speculative	INCOMPLETE_EVIDENCE
starting_point	starting_point	INCOMPLETE_EVIDENCE
startling_finding	startling_finding	ANOMALY_CURIOUS_FINDING
still	still	IMPORTANT_CONSIDERATION
still_being_discovered	still_being_discovered	INCOMPLETE_EVIDENCE
still_being_discussed	still_being_discussed	INCOMPLETE_EVIDENCE
still_being_elucidated	still_being_elucidated	FULL_UNKNOWN
still_evolving	still_evolving	INCOMPLETE_EVIDENCE
still_remain	still_remain	INCOMPLETE_EVIDENCE
still_unclear	still_unclear	FULL_UNKNOWN
still_very_scarce	still_very_scarce	INCOMPLETE_EVIDENCE
strategies	strategies	FUTURE_WORK
strategy	strategy	FUTURE_WORK
strengthens_the_evidence	strengthens_the_evidence	INCOMPLETE_EVIDENCE
strikingly	strikingly	ANOMALY_CURIOUS_FINDING
strong_evidence	strong_evidence	INCOMPLETE_EVIDENCE
stronger_evidence_base	stronger_evidence_base	INCOMPLETE_EVIDENCE
struggling	struggling	DIFFICULT_TASK
studies...are_needed	studies.{0,103}are_needed	FUTURE_WORK
studies...are_warranted	studies.{0,99}are_warranted	FUTURE_WORK
studies...small_in_scope	studies.{0,75}small_in_scope	INCOMPLETE_EVIDENCE
studies_are_needed	studies_are_needed	FUTURE_WORK
studies_are_required_to_confirm	studies_are_required_to_confirm	FUTURE_WORK
studies_are_underway	studies_are_underway	INCOMPLETE_EVIDENCE
study...is_merited	study.{0,82}is_merited	FUTURE_WORK
study...is_needed	study.{0,36}is_needed	FUTURE_WORK
study_and_address	study_and_address	FUTURE_WORK
study_design_is_needed	study_design_is_needed	FUTURE_WORK
study_is_ongoing	study_is_ongoing	INCOMPLETE_EVIDENCE
subject_of_numerous_studies	subject_of_numerous_studies	ALTERNATIVE_OPTIONS_CONTROVERSY
subsequent_studies	subsequent_studies	INCOMPLETE_EVIDENCE
subsequent_study	subsequent_study	INCOMPLETE_EVIDENCE
suggest	suggest	INCOMPLETE_EVIDENCE
suggested	suggested	INCOMPLETE_EVIDENCE
suggesting	suggesting	INCOMPLETE_EVIDENCE
suggestions	suggestions	FUTURE_WORK
suggestions_for_future_research	suggestions_for_future_research	FUTURE_WORK
suggestive	suggestive	INCOMPLETE_EVIDENCE
suggestively	suggestively	INCOMPLETE_EVIDENCE
suggests	suggests	INCOMPLETE_EVIDENCE
support	support	INCOMPLETE_EVIDENCE
supported	supported	INCOMPLETE_EVIDENCE
supporting	supporting	INCOMPLETE_EVIDENCE
supportive	supportive	INCOMPLETE_EVIDENCE
supports	supports	INCOMPLETE_EVIDENCE
supposed_to	supposed_to	ALTERNATIVE_OPTIONS_CONTROVERSY
surprising	surprising	ANOMALY_CURIOUS_FINDING
surprisingly	surprisingly	ANOMALY_CURIOUS_FINDING
surrogate	surrogate	SUPERFICIAL_RELATIONSHIP
suspect	suspect	PROBABLE_UNDERSTANDING
tabooed	tabooed	PROBLEM_COMPLICATION
taboos	taboos	PROBLEM_COMPLICATION
target	target	FUTURE_WORK
targeted_in_future	targeted_in_future	FUTURE_WORK
targeting	targeting	FUTURE_WORK
targets	targets	FUTURE_WORK
tend	tend	SUPERFICIAL_RELATIONSHIP
tended	tended	SUPERFICIAL_RELATIONSHIP
tendency	tendency	SUPERFICIAL_RELATIONSHIP
tends	tends	SUPERFICIAL_RELATIONSHIP
tentative	tentative	ALTERNATIVE_OPTIONS_CONTROVERSY
than...other_studies	than.{0,20}other_studies	ALTERNATIVE_OPTIONS_CONTROVERSY
than_previously_predicted	than_previously_predicted	ALTERNATIVE_OPTIONS_CONTROVERSY
the_burden	the_burden	IMPORTANT_CONSIDERATION
the_concept	the_concept	INCOMPLETE_EVIDENCE
the_current_study	the_current_study	QUESTION_ANSWERED_BY_THIS_WORK
the_mission	the_mission	IMPORTANT_CONSIDERATION
the_need	the_need	INCOMPLETE_EVIDENCE
the_need_of_the_hour	the_need_of_the_hour	IMPORTANT_CONSIDERATION
the_only_other_published_report	the_only_other_published_report	INCOMPLETE_EVIDENCE
theoretically	theoretically	INCOMPLETE_EVIDENCE
theories	theories	INCOMPLETE_EVIDENCE
theorized	theorized	INCOMPLETE_EVIDENCE
theory	theory	INCOMPLETE_EVIDENCE
there_are_no	there_are_no	FULL_UNKNOWN
there_is_a_case	there_is_a_case	FUTURE_WORK
there_is_evidence	there_is_evidence	INCOMPLETE_EVIDENCE
therefore	therefore	PROBABLE_UNDERSTANDING
think	think	INCOMPLETE_EVIDENCE
this...review	this.{0,12}review	QUESTION_ANSWERED_BY_THIS_WORK
this...study	this.{0,31}study	QUESTION_ANSWERED_BY_THIS_WORK
this_article	this_article	QUESTION_ANSWERED_BY_THIS_WORK
this_experiment	this_experiment	QUESTION_ANSWERED_BY_THIS_WORK
this_investigation	this_investigation	QUESTION_ANSWERED_BY_THIS_WORK
this_manuscript	this_manuscript	QUESTION_ANSWERED_BY_THIS_WORK
this_means_that	this_means_that	PROBABLE_UNDERSTANDING
this_paper	this_paper	QUESTION_ANSWERED_BY_THIS_WORK
this_possibility	this_possibility	INCOMPLETE_EVIDENCE
this_review	this_review	QUESTION_ANSWERED_BY_THIS_WORK
this_study	this_study	QUESTION_ANSWERED_BY_THIS_WORK
though	though	ANOMALY_CURIOUS_FINDING
thought	thought	INCOMPLETE_EVIDENCE
thought_to	thought_to	INCOMPLETE_EVIDENCE
thus	thus	PROBABLE_UNDERSTANDING
to...examine	to.{0,15}examine	QUESTION_ANSWERED_BY_THIS_WORK
to...identify	to.{0,16}identify	QUESTION_ANSWERED_BY_THIS_WORK
to_assess	to_assess	QUESTION_ANSWERED_BY_THIS_WORK
to_better_elucidate	to_better_elucidate	INCOMPLETE_EVIDENCE
to_bring_about	to_bring_about	IMPORTANT_CONSIDERATION
to_determine	to_determine	QUESTION_ANSWERED_BY_THIS_WORK
to_evaluate	to_evaluate	QUESTION_ANSWERED_BY_THIS_WORK
to_examine	to_examine	QUESTION_ANSWERED_BY_THIS_WORK
to_further_explore	to_further_explore	QUESTION_ANSWERED_BY_THIS_WORK
to_identify	to_identify	QUESTION_ANSWERED_BY_THIS_WORK
to_investigate	to_investigate	QUESTION_ANSWERED_BY_THIS_WORK
to_test	to_test	QUESTION_ANSWERED_BY_THIS_WORK
to_the_best_of_our_knowledge	to_the_best_of_our_knowledge	PROBABLE_UNDERSTANDING
to_understand_better	to_understand_better	INCOMPLETE_EVIDENCE
too...to_be	too.{0,5}to_be	DIFFICULT_TASK
too_crude	too_crude	INCOMPLETE_EVIDENCE
too_few	too_few	PROBLEM_COMPLICATION
trend	trend	INCOMPLETE_EVIDENCE
trial_is_necessary	trial_is_necessary	FUTURE_WORK
true	true	PROBABLE_UNDERSTANDING
two_major_hypotheses	two_major_hypotheses	ALTERNATIVE_OPTIONS_CONTROVERSY
ultimately	ultimately	FUTURE_PREDICTION
unable	unable	DIFFICULT_TASK
unable_to	unable_to	DIFFICULT_TASK
unanticipated	unanticipated	ANOMALY_CURIOUS_FINDING
uncertain	uncertain	FULL_UNKNOWN
uncertainty	uncertainty	FULL_UNKNOWN
unclear	unclear	FULL_UNKNOWN
uncommon	uncommon	INCOMPLETE_EVIDENCE
uncommonly	uncommonly	INCOMPLETE_EVIDENCE
uncontrolled	uncontrolled	PROBLEM_COMPLICATION
uncovering	uncovering	INCOMPLETE_EVIDENCE
uncritically	uncritically	ALTERNATIVE_OPTIONS_CONTROVERSY
under-studied	under-studied	INCOMPLETE_EVIDENCE
underestimated	underestimated	PROBLEM_COMPLICATION
underestimation	underestimation	PROBLEM_COMPLICATION
underreported	underreported	PROBLEM_COMPLICATION
understanding_the_differences	understanding_the_differences	FUTURE_WORK
undesirably	undesirably	PROBLEM_COMPLICATION
undetermined	undetermined	FULL_UNKNOWN
unexpected	unexpected	ANOMALY_CURIOUS_FINDING
unexpectedly	unexpectedly	ANOMALY_CURIOUS_FINDING
unexplained	unexplained	INCOMPLETE_EVIDENCE
unfavorable	unfavorable	IMPORTANT_CONSIDERATION
unidentified	unidentified	FULL_UNKNOWN
unique	unique	ANOMALY_CURIOUS_FINDING
unique_opportunities	unique_opportunities	FUTURE_WORK
unknown	unknown	FULL_UNKNOWN
unless	unless	ALTERNATIVE_OPTIONS_CONTROVERSY
unlike	unlike	ALTERNATIVE_OPTIONS_CONTROVERSY
unlikely	unlikely	PROBABLE_UNDERSTANDING
unorthodox	unorthodox	ALTERNATIVE_OPTIONS_CONTROVERSY
unproven_efficacy	unproven_efficacy	INCOMPLETE_EVIDENCE
unravel	unravel	FULL_UNKNOWN
unraveled	unraveled	INCOMPLETE_EVIDENCE
unrecognized	unrecognized	FULL_UNKNOWN
unresolved	unresolved	ALTERNATIVE_OPTIONS_CONTROVERSY
unresolved_issues	unresolved_issues	ALTERNATIVE_OPTIONS_CONTROVERSY
unsettled	unsettled	ALTERNATIVE_OPTIONS_CONTROVERSY
unsuccessful	unsuccessful	DIFFICULT_TASK
untangle	untangle	INCOMPLETE_EVIDENCE
until	until	FUTURE_WORK
unusual	unusual	INCOMPLETE_EVIDENCE
urgent	urgent	IMPORTANT_CONSIDERATION
urgently	urgently	IMPORTANT_CONSIDERATION
usually	usually	INCOMPLETE_EVIDENCE
utmost_importance	utmost_importance	IMPORTANT_CONSIDERATION
validated	validated	INCOMPLETE_EVIDENCE
validation	validation	INCOMPLETE_EVIDENCE
variability	variability	DIFFICULT_TASK
variable	variable	DIFFICULT_TASK
variably	variably	ALTERNATIVE_OPTIONS_CONTROVERSY
variation	variation	DIFFICULT_TASK
variations	variations	DIFFICULT_TASK
varied_widely	varied_widely	ALTERNATIVE_OPTIONS_CONTROVERSY
varies	varies	ALTERNATIVE_OPTIONS_CONTROVERSY
variety	variety	DIFFICULT_TASK
vary	vary	DIFFICULT_TASK
vary_substantially	vary_substantially	DIFFICULT_TASK
varying	varying	DIFFICULT_TASK
very_little	very_little	INCOMPLETE_EVIDENCE
very_little_is_known	very_little_is_known	FULL_UNKNOWN
very_necessary	very_necessary	IMPORTANT_CONSIDERATION
viable	viable	INCOMPLETE_EVIDENCE
view	view	INCOMPLETE_EVIDENCE
violation	violation	PROBLEM_COMPLICATION
vital	vital	IMPORTANT_CONSIDERATION
warrant_additional_discussion	warrant_additional_discussion	FUTURE_WORK
warrant_an_investigation	warrant_an_investigation	FUTURE_WORK
warrant_further_investigation	warrant_further_investigation	FUTURE_WORK
warranted	warranted	FUTURE_WORK
warrants	warrants	FUTURE_WORK
warrants_further_investigation	warrants_further_investigation	FUTURE_WORK
warrants_investigation	warrants_investigation	FUTURE_WORK
warrants_research	warrants_research	FUTURE_WORK
was_not	was_not	INCOMPLETE_EVIDENCE
was_shown	was_shown	INCOMPLETE_EVIDENCE
watchwords	watchwords	INCOMPLETE_EVIDENCE
weak_evidence	weak_evidence	INCOMPLETE_EVIDENCE
weight	weight	PROBABLE_UNDERSTANDING
well-known	well-known	PROBABLE_UNDERSTANDING
well_documented	well_documented	INCOMPLETE_EVIDENCE
well_known	well_known	INCOMPLETE_EVIDENCE
well_recognized	well_recognized	INCOMPLETE_EVIDENCE
what	what	EXPLICIT_QUESTION
whatever	whatever	FULL_UNKNOWN
when	when	EXPLICIT_QUESTION
where	where	EXPLICIT_QUESTION
whereas	whereas	ALTERNATIVE_OPTIONS_CONTROVERSY
whether	whether	ALTERNATIVE_OPTIONS_CONTROVERSY
whether...and	whether.{0,115}and	ALTERNATIVE_OPTIONS_CONTROVERSY
whether...compared	whether.{0,206}compared	ALTERNATIVE_OPTIONS_CONTROVERSY
whether...if	whether.{0,107}if	ALTERNATIVE_OPTIONS_CONTROVERSY
whether...or	whether.{0,96}or	ALTERNATIVE_OPTIONS_CONTROVERSY
whether...or...or	whether.{0,89}or.{0,33}or	ALTERNATIVE_OPTIONS_CONTROVERSY
whether_or_not	whether_or_not	ALTERNATIVE_OPTIONS_CONTROVERSY
which	which	EXPLICIT_QUESTION
while	while	ALTERNATIVE_OPTIONS_CONTROVERSY
whilst	whilst	ALTERNATIVE_OPTIONS_CONTROVERSY
why	why	EXPLICIT_QUESTION
wide_range	wide_range	ALTERNATIVE_OPTIONS_CONTROVERSY
wide_spectrum	wide_spectrum	DIFFICULT_TASK
will	will	FUTURE_PREDICTION
will_not_be_discussed	will_not_be_discussed	INCOMPLETE_EVIDENCE
window_of_opportunity	window_of_opportunity	IMPORTANT_CONSIDERATION
wished	wished	QUESTION_ANSWERED_BY_THIS_WORK
wondered	wondered	EXPLICIT_QUESTION
worrisome	worrisome	IMPORTANT_CONSIDERATION
worth_considering	worth_considering	IMPORTANT_CONSIDERATION
worthy_of_closer_attention	worthy_of_closer_attention	FUTURE_WORK
would	would	FUTURE_PREDICTION
would_be	would_be	FUTURE_PREDICTION
would_be_expected	would_be_expected	FUTURE_PREDICTION
would_have_been_beneficial	would_have_been_beneficial	FUTURE_WORK
would_have_been_worthwhile	would_have_been_worthwhile	FUTURE_WORK
would_not_be_possible_however	would_not_be_possible_however	DIFFICULT_TASK
yet	yet	ANOMALY_CURIOUS_FINDING
claim	claim	INCOMPLETE_EVIDENCE
difficult_task	difficult_task	DIFFICULT_TASK
model	model	INCOMPLETE_EVIDENCE
possible_understanding	possible_understanding	INCOMPLETE_EVIDENCE
unexpected_observation	unexpected_observation	ANOMALY_CURIOUS_FINDING
1_study	1_study	INCOMPLETE_EVIDENCE
?	?	EXPLICIT_QUESTION
cannot,_however,_correct_for	cannot,_however,_correct_for	DIFFICULT_TASK
