LEXICAL CUE	SYNONYMS	IGNORANCE TYPE
varied_widely	varied_widely	ALTERNATIVE_OPTIONS_CONTROVERSY
varies	varies	ALTERNATIVE_OPTIONS_CONTROVERSY
variety	variety	DIFFICULT_TASK
vary	vary	DIFFICULT_TASK
vary_substantially	vary_substantially	DIFFICULT_TASK
very_little	very_little	INCOMPLETE_EVIDENCE
very_little_is_known	very_little_is_known	FULL_UNKNOWN
very_necessary	very_necessary	IMPORTANT_CONSIDERATION
viable	viable	INCOMPLETE_EVIDENCE
view	view	INCOMPLETE_EVIDENCE
vital	vital	IMPORTANT_CONSIDERATION
warrant_additional_discussion	warrant_additional_discussion	FUTURE_WORK
warrant_an_investigation	warrant_an_investigation	FUTURE_WORK
warrant_further_investigation	warrant_further_investigation	FUTURE_WORK
warranted	warranted	FUTURE_WORK
warrants	warrants	FUTURE_WORK
warrants_further_investigation	warrants_further_investigation	FUTURE_WORK
warrants_investigation	warrants_investigation	FUTURE_WORK
warrants_research	warrants_research	FUTURE_WORK
watchwords	watchwords	INCOMPLETE_EVIDENCE
weight	weight	PROBABLE_UNDERSTANDING
well_documented	well_documented	INCOMPLETE_EVIDENCE
well_recognized	well_recognized	INCOMPLETE_EVIDENCE
what	what	EXPLICIT_QUESTION
whatever	whatever	FULL_UNKNOWN
when	when	EXPLICIT_QUESTION
where	where	EXPLICIT_QUESTION
whether	whether	ALTERNATIVE_OPTIONS_CONTROVERSY
whether...and	whether.{0,115}and	ALTERNATIVE_OPTIONS_CONTROVERSY
whether...compared	whether.{0,206}compared	ALTERNATIVE_OPTIONS_CONTROVERSY
whether...if	whether.{0,107}if	ALTERNATIVE_OPTIONS_CONTROVERSY
whether...or	whether.{0,96}or	ALTERNATIVE_OPTIONS_CONTROVERSY
whether...or...or	whether.{0,89}or.{0,33}or	ALTERNATIVE_OPTIONS_CONTROVERSY
whether_or_not	whether_or_not	ALTERNATIVE_OPTIONS_CONTROVERSY
which	which	EXPLICIT_QUESTION
while	while	ALTERNATIVE_OPTIONS_CONTROVERSY
why	why	EXPLICIT_QUESTION
wide_range	wide_range	ALTERNATIVE_OPTIONS_CONTROVERSY
wide_spectrum	wide_spectrum	DIFFICULT_TASK
will	will	FUTURE_PREDICTION
window_of_opportunity	window_of_opportunity	IMPORTANT_CONSIDERATION
wished	wished	QUESTION_ANSWERED_BY_THIS_WORK
wondered	wondered	EXPLICIT_QUESTION
worthy_of_closer_attention	worthy_of_closer_attention	FUTURE_WORK
would	would	FUTURE_PREDICTION
would_be	would_be	FUTURE_PREDICTION
would_be_expected	would_be_expected	FUTURE_PREDICTION
would_have_been_beneficial	would_have_been_beneficial	FUTURE_WORK
would_have_been_worthwhile	would_have_been_worthwhile	FUTURE_WORK
would_not_be_possible_however	would_not_be_possible_however	DIFFICULT_TASK
yet	yet	ANOMALY_CURIOUS_FINDING
claim	claim	INCOMPLETE_EVIDENCE
difficult_task	difficult_task	DIFFICULT_TASK
model	model	INCOMPLETE_EVIDENCE
possible_understanding	possible_understanding	INCOMPLETE_EVIDENCE
unexpected_observation	unexpected_observation	ANOMALY_CURIOUS_FINDING
?	?	EXPLICIT_QUESTION
cannot,_however,_correct_for	cannot,_however,_correct_for	DIFFICULT_TASK
