span,IGNORANCE TYPE
"1b\n\nOperational taxonomic units in the infant gut and maternal dietary factors\nTo investigate the microbial taxa that may drive differences observed above, we measured associations between each maternal dietary factor and the relative abundance of individual infant stool operational taxonomic units (OTUs) with linear models adjusted for feeding method, maternal BMI, parity, and batch.",0
"While the microbiome-wide significance of maternal dietary factors after adjusting p values using the false discovery rate (FDR) method was not observed, OTUs with the same taxonomic assignment tended to appear together in the most significant results, supporting a true association of maternal dietary factors and infant gut microbiota.",0
We aimed to examine the association of maternal diet during pregnancy with the infant gut microbiome 6\xa0weeks post-delivery in mother-infant dyads enrolled in the New Hampshire Birth Cohort Study.,0
"Maternal aMED score was positively associated with OTUs classified to the family Enterobacteriaceae , the genus Streptococcus , and the family Clostridiaceae , and negatively with OTUs classified to the species Bacteroides uniformis , the Enterobacteriaceae family, and the species Escherichia coli and [Ruminococcus] gnavus (Fig.",0
"Maternal dairy intake was positively associated with OTUs classified to the species Clostridium neonatale and C. butyricum and the genus Staphylococcus , and negatively related to OTUs classified to the Lachnospiraceae family (Additional\xa0file\xa01: Table S2b).",0
"OTUs classified to the genus Streptococcus including the species Streptococcus agalactiae were positively associated with maternal fish and seafood intake, while OTUs classified to the species Bacteroides uniformis were negatively associated (Additional\xa0file\xa01: Table S2c).",0
We observed a negative association between fruit intake and OTUs of the genus Bifidobacterium and a positive association with OTUs in the Clostridiaceae family in the infant gut (Additional\xa0file\xa01: Table S2d).,0
"We observed additional associations between these and other maternal dietary factors and infant stool OTUs, which are presented in the supplementary tables.",0
Associations in infants delivered by Cesarean section\nWe separately assessed the relation of maternal diet with the infant gut microbiome in infants delivered by Cesarean section ( n \u2009=\u200948).,0
"In an adjusted analysis, maternal dairy intake was associated with infant stool microbiome composition (generalized UniFrac distance PERMANOVA, p \u2009=\u20090.034; Fig.",0
"Linear models indicated a positive association of maternal dairy intake with OTUs classified to the family Enterobacteriaceae and the species Escherichia coli and negative association with the OTUs that belong to the genera Bifidobacterium , Pseudomonas , and Bacteroides (Additional\xa0file\xa01: Table S5b).",0
"One OTU classified to the genus Corynebacterium was negatively associated with maternal dairy intake ( p \u2009=\u20090.0044), and one each OTU classified to the species Acinetobacter rhizosphaerae ( p \u2009=\u20090.0040) and to the family Ruminococcaceae ( p \u2009=\u20090.0061), respectively, were also positively associated with maternal dairy intake, but we did not observe multiple related OTUs with similar associations.",0
"OTUs classified to the genus Enterococcus (one q value <\u20090.10) and the Lachnospiraceae family were positively related with and OTUs classified to the family Enterobacteriaceae , the species Escherichia coli and the genera Streptococcus and Blautia , were negatively related with the maternal aMED score (Additional\xa0file\xa01: Table S5a).",0
"As in vaginally delivered infants, maternal fish and seafood intake was positively associated with OTUs in the genus Streptococcus in infants delivered by Cesarean section (Additional\xa0file\xa01: Table S5c).",0
"In contrast to infants born vaginally, maternal dietary fish and seafood were positively associated with OTUs in the genus Bacteroides including the species B. uniformis and negatively associated with OTUs in the species Clostridium neonatale and other OTUs of the Streptococcus genus (Additional\xa0file\xa01: Table S5c).",0
"In the analyses stratified to infants born vaginally and adjusted for other potential confounders, maternal fruit intake was associated with infant gut microbial community structure (PERMANOVA, p \u2009<\u20090.05).",0
"Additionally, maternal red and processed meat was positively associated with OTUs in the genus Bifidobacterium among others including the species Escherichia coli and the genus Enterococcus (Additional\xa0file\xa01: Table S5e).",0
2\n\nAssociations between maternal diet and infant gut microbial communities in infants delivered vaginally.,0
c Linear model associations between maternal aMED score and relative abundance of infant stool OTUs.,0
"in taxonomy labels indicate that the level of taxonomy is family, genus, or species\n\nDiscussion\nWe observed differences in both overall infant gut microbial community structure and specific microbes in relation to maternal dietary factors, often in a delivery mode-dependent pattern.",0
"Some effects of maternal diet were more apparent in exclusively breastfed infants; however, we were unable to compare to exclusively formula-fed infants since most infants received some breast milk.",0
"In multinomial logistic regression analyses, increased fruit intake was associated with an increased odds of belonging to the high Streptococcus / Clostridium group among infants born vaginally (OR (95% CI)\u2009=\u20092.73 (1.36, 5.46)).",0
"We found maternal fish and seafood consumption to be positively related to OTUs in the genus Streptococcus in the infant gut, which included the species Streptococcus agalactiae , or Group B Streptococcus .",0
Fish consumption is generally recommended as healthful due to its DHA and EPA content despite the exposure to heavy metals and other contaminants that may be detrimental to health [12].,0
"For instance, greater fish consumption is associated with child development outcomes including decreased risk of asthma and improved cognition [13,14].",0
The decrease in OTUs classified to the species Clostridium neonatale with increased maternal fish and seafood intake in infants born by Cesarean section is a possibly beneficial change to infant intestinal microbial communities.,0
We observed consistent associations between maternal DHA and EPA intake and infant gut microbiota.,0
"The associations of other maternal dietary factors with specific infant gut microbes were also somewhat unexpected, namely for red and processed meat and for fruit consumption.",0
"While fruit is considered healthful and red and processed meat consumption is recommended to be limited, OTUs in the genus Bifidobacterium , generally recognized as a beneficial microbe, were decreased with increasing maternal fruit consumption in vaginally born infants yet increased with higher maternal red and processed meat consumption in those born by Cesarean section.",0
"Maternal dairy intake was associated with an increased odds of infants belonging to the high Clostridium cluster in infants born by Cesarean section (OR (95% CI)\u2009=\u20092.36 (1.05, 5.30)).",0
The results from infant gut microbiome cluster analyses are consistent with this observation.,0
"For example, it is surprising that higher maternal fruit intake is associated with an increased probability of an infant delivered vaginally belonging to cluster 2, in which the genera Bifidobacterium and Bacteroides are underrepresented and the family Clostridiaceae is overrepresented compared to the other two clusters.",0
The effect of maternal dairy intake on infant gut microbiota was primarily observed in infants delivered by Cesarean section.,0
"One recent study suggests that both the microbial and fatty acid composition of breast milk may differ by delivery mode [18], so the differential effect of maternal dairy intake by delivery mode on the infant gut microbiome may be attributable to the differences in breast milk microbiota or lipids in relation to maternal diet by delivery mode.",0
Linear models suggested additional associations between maternal diet and infant intestinal microbes in both delivery mode strata.,0
"Our observation of increased colonization with the species Acinetobacter rhizosphaerae , a microbe that colonizes and promotes growth in plants [19], with maternal dairy in the Cesarean group is interesting in conjunction with the positive associations found between maternal dairy and the species Clostridium neonatale and Staphylococcus genus in vaginally delivered infants.",0
"Species of the genus Acinetobacter are increasingly involved in nosocomial infections [20], while the species Clostridium neonatale was initially isolated from infants affected by necrotizing enterocolitis [21], and the pathogenic potential of species in the genus Staphylococcus is well-established [22,23].",0
"Thus, it will be important to investigate whether maternal dairy consumption fosters the growth of potentially pathogenic microbes in the infant gut, particularly for infants delivered operatively.",0
"In several cases, a maternal dietary factor was associated with a microbe in both delivery groups but in opposite directions.",0
"Since Cesarean delivery results in differential microbial community structure of the infant gut [24], and the gut microbiome is a complex system, such differences are plausible; experimental studies will be required to confirm this observation.",0
"However, the associations between maternal diet and infant gut microbial communities did not always differ by delivery mode.",0
"For example, the maternal aMED score was consistently positively and negatively associated with the Enterobacteriaceae family, and additionally negatively associated with the species Escherichia coli , in both delivery mode strata.",0
"Our study sample was drawn from Northern New England, which has a relatively homogenous population; this could limit the generalizability of the study.",0
"However, by limiting unmeasured confounding due to differences in human microbiomes between populations that may result in erroneous associations with dietary differences, our study also may have greater internal validity.",0
"Maternal diet was assessed by self-report between 24 and 28\xa0weeks of gestation, and it is possible that dietary patterns change near the end of pregnancy or during lactation.",0
Conclusions\nOur data indicate that maternal diet influences the infant gut microbiome and that these effects differ by delivery mode.,0
"However, diets are often stable, and a mid-pregnancy food frequency questionnaire (FFQ)-assessment is likely to be sufficiently representative of late pregnancy and lactation diet in a high proportion of individuals [25,26].",0
"Nonetheless, the effects we observe may be due in part to maternal diet during lactation.",0
"Further, we cannot conclude if the effects of maternal diet occur only in breastfed babies, or also in those mostly fed formula, or a combination of formula and breast milk.",0
Little is known about the actual mechanisms by which maternal diet affects childrenâ€™s health; we hypothesize that maternal diet impacts the development of the gut microbiome in infancy and subsequently influences child health outcomes.,0
"To assess the relationship between maternal dietary factors and infant gut cluster membership, we used multinomial logistic regression with cluster 1 as the reference group.",0
"To more precisely identify which microbial taxa contribute to the observed differences in infant stool microbial community composition by maternal dietary factors, we used a series of linear models to test the relationships between each maternal dietary factor and each OTU.",0
We were unable to adjust for antibiotic usage due to a paucity of exposure and imprecise data on timing of exposure.,0
It is also possible that associations between maternal exposures and infant microbiota at 6\xa0weeks of life are influenced by factors not investigated in this study.,0
"Future studies examining the relationship between maternal diet and components of breast milk including microbial and nutritional profiles, as well as the potential influence of maternal diet on the fetal microbiome, may offer insight into the mechanisms by which maternal diet influences the infant gut microbiome.",0
Determining the impact of changes in the gut microbiome of infants due to maternal diet on infant health and development is an opportunity to refine dietary recommendations for pregnant and lactating women to support infant health.,0
"Conclusions\nIn conclusion, we identified three clusters of infant gut microbial communities and observed effects of multiple maternal prenatal dietary factors on the infant gut microbiome that often varied by delivery mode.",0
"Background\nStudies have examined the maternal contribution to infant health, including the effect of maternal diet during pregnancy and lactation.",0
"In preliminary analyses of all infants, delivery mode, feeding method, as previously shown in our cohort [24], and parity were significantly related to infant stool microbial community composition at 6\xa0weeks of age.",0
Adjusted analyses included both variables known to be related to the infant gut microbiome by previous studies and variables significantly related to infant gut microbiota in our population to control confounding.,0
"To assess the relationship between each maternal dietary factor and infant gut microbiome cluster membership, we used multinomial logistic regression in the R package nnet adjusting all models for the same covariates as in previous analyses.",0
All analyses were analogously performed in the Cesarean section group to assess if an effect of maternal diet on the infant gut microbiome exists in the case of surgical delivery.,0
Prenatal diet influences the risk of infant and child allergy.,0
"For instance, the Mediterranean diet during pregnancy has been associated with a reduced risk of both persistent and atopic wheeze and atopy in children at 6.5\xa0years old [1,2].",0
"High meat consumption during pregnancy is associated with an increased risk of wheeze in the first year of life, while maternal dairy intake is associated with a reduced risk of infantile wheeze [2].",0
It is established that diet is an important driver of the gut microbiome.,0
Short-term diets comprised solely of either plant or animal foods have been shown to alter the human gut microbiome [3].,0
"To date, there has been limited investigation of the relation of maternal diet with the developing infant gut microbiome.",0
One study observed that maternal high-fat diet during pregnancy was associated with meconium microbial composition but had limited maternal diet data [6].,0
One mechanism the infant gut microbiome may be affected by maternal diet is via vertical transfer of maternal microbes to infants at delivery.,0
"There is a well-established relation of the infant gut microbiome with delivery mode (Cesarean section versus vaginally born infants) [7,8] which may persist through adulthood [9].",0
"Alternatively, maternal diet may affect fetal development and subsequent host response to microbial populations at and after birth.",0
"Additionally, differences in breast milk composition due to maternal diet may contribute to the infant gut microbiome in breastfed infants.",0
We examined the relationship of maternal diet during pregnancy with the infant stool microbiome in 6-week-old infants and identified associations within delivery mode groups.,0
"Adjusting for infant feeding method, maternal BMI, parity, and batch, maternal fruit consumption was associated with infant stool microbiome composition (generalized UniFrac distance PERMANOVA, p \u2009=\u20090.028; Table\xa02; Fig.",0
"In a sensitivity analysis, the effect of maternal fruit consumption on the infant gut microbiome in babies born vaginally persisted when restricted to infants who were exclusively breastfed (generalized UniFrac distance PERMANOVA, p \u2009=\u20090.022; Table\xa02 ) .",0
"Caption (TABLE-WRAP): TABLE 2\n\nRelation of microbial community composition in vaginally delivered 6-week old infants with maternal dietp value1Dietary factorAll ( n \u2009=\u200997)2Exclusively breastfed ( n \u2009=\u200974)3aMED score0.190.26Dairy0.600.91Fruit0.0280.022Vegetables0.560.92Whole grains0.470.25Fish and seafood0.330.21Nuts, legumes, and soy0.520.71Red and processed meat0.860.69Polyunsaturated fat0.760.84EPA0.290.45DHA0.400.50MUFA:SFA ratio0.660.43\n1All p values are determined by PERMANOVA\n2p values are adjusted for infant feeding method, maternal BMI, parity, and batch\n3p values are adjusted for maternal BMI, parity, and batch\n\nCaption (FIG): FIG.",0
1\n\nAssociations between maternal diet and infant gut microbial communities in infants delivered vaginally.,0
"These results were consistent when infants delivered prematurely were not included in the analyses (Additional\xa0file\xa01: Table S9, Figure S6a).",0
"Genetic, management, and nutritional factors affecting intramuscular fat deposition in beef cattle â€” A review\n\nAbstract\nIntramuscular fat (IMF) content in skeletal muscle including the longissimus dorsi muscle (LM), also known as marbling fat, is one of the most important factors determining beef quality in several countries including Korea, Japan, Australia, and the United States.",0
Cattle management factors are also important for IMF deposition.,0
"Following weaning, steers were grown with a forage-only system and forage with high-energy supplemented system to test effects of a high-energy grain-based substitution on fat deposition with 5 times serial slaughter.",0
"In their study, genotype differences were generally observed in IMF contents of 4 muscles ( biceps femoris , supraspinatus , semitendinosus , longissimus lumborum , and infraspinatus ), although semitendinosus muscle IMF did not differ among genotypes.",0
"Thus, the dietary vitamin C requirement for beef cattle is not specified in the NRC [146].",0
"Additional studies are warranted to produce beef with appropriate levels of IMF deposition to satisfy beef quality and taste, support human health, and sustain the animal industry, depending on the situation of each country.",0
"However, substitution of equivalent amount of energy from grazed pasture with high-energy grain-based feed has not increased IMF contents.",0
"Selecting a sire is important for high-quality beef production; animals with high genetic potential will generally exhibit higher MS at slaughter age, whereas animals with low genetic potential will give low MS [50].",0
"MANAGEMENT FACTORS\nSeveral management factors, including weaning age, castration, slaughter age and weight, nutrition and other environmental conditions can affect IMF deposition.",0
"The effects of several management factors, including weaning age, castration, slaughter weight and age, and environmental conditions on IMF deposition are also reviewed.",0
Weaning age\nWeaning age is known to affect IMF deposition and MS in beef.,0
Several studies have reported that early weaning or early weaning combined with a high-grain diet increases IMF deposition in beef cattle.,0
Effect of weaning age has been studied in Shorthorn calves [52].,0
"However, weaning treatment did not affect feed efficiency, post weaning growth, MS, and other carcass traits.",0
"In the Angus study, early weaning at 105 d of age and high concentrate feeding for 148 d followed by grazing and feedlot entry increased both the MS and hot carcass weight (HCW) compared with normal weaning at 253 d of age (normally weaned calves stayed with their dams to graze on pasture), although feedlot performance remained unchanged [54].",0
The authors suggested that metabolic imprinting by early weaning and a high concentrate feeding before grazing is a feasible method to improve MS and carcass weight.,0
A molecular study revealed that early weaning and a high-starch diet activated precocious pre-adipocyte differentiation and fat accumulation by activating adipogenic peroxisome proliferator-activated receptor-gamma (PPARG) and CCAAT/enhancer-binding protein Î± pathways.,0
"Smith and Johnson [57] suggested that the glucose contribution to fat synthesis decreases as cattle become fatter, whereas acetate use increases, especially in the IMF area.",0
"Nutritional factors, including fat metabolism, digestion and absorption of feed, glucose/starch availability, and vitamin A, D, and C levels are important for IMF deposition.",0
"Those authors also suggested that providing dietary glucose sources (e.g., high-starch diet) at an early age can improve IMF deposition.",0
The authors suggested that feeding concentrate plus roughage or starch after early weaning at a young age could alter adipogenic and lipogenic potential in loin meat.,0
"Castration\nCastration of bulls generally increases IMF content in several cattle breeds, although it reduces growth rate [40].",0
"A 2016 report of nationwide pooled data in Korean cattle revealed that the majority (76%) of bulls had a QG 3, whereas 85.5% of castrated cattle showed grades of QG 1 or higher (QG1, QG1+, and QG1++) ([59];Figure 2).",0
"However, these changes with slaugther age were not observed in double-muscled Belgian Blue bulls [24].",0
Manipulating IMF deposition through developmental programming via metabolic imprinting is a recently proposed nutritional method to change potential IMF deposition during the fetal and neonatal periods in rodents and domestic animals.,0
The MS generally increases with slaughter age in Korean cattle.,0
This study suggested that changes in MS with slaughter age vary among farms.,0
"The difference may be due to genetic factors, management, or feed.",0
Decreasing slaughter age may be better for reducing production costs when feed prices are high.,0
"Pethick et al [69] suggested that a prolonged feeding period gives the cattle time to obtain high IMF levels because time is needed for muscle to reach maturity, followed by time for the muscle to fill up with IMF.",0
"However, feed efficiency decreases as animals age due to a decrease in the rate of muscle growth [70].",0
"Thus, animals with low genetic potential for QG are not recommended for a long fattening stage, which would result in low feed efficiency.",0
"In addition, a long fattening period could result in low yield grade (YG) because long-term fattening increases backfat thickness and carcass weight, which negatively affect YG in Korean cattle [59].",0
"Slaughter age needs to be optimised to get maximum profits for farmers by monitoring the QG and quantity grade of carcasses, feed costs, and carcass prices (auction prices).",0
Slaughter weight\nIMF content or MS generally increases with slaughter weight in several cattle breeds.,0
The National Beef Quality Audit of the USA (beef of steers and heifers in 28 packing plants during Octoberâ€“December 1991) found that MS increased with increasing slaugher weight from 173 to over 543 kg [71].,0
"Several factors, including MS or QG, feed costs, and carcass prices need to be considered to determine the optimum slaughter weight for the maximum profit.",0
"Environments\nStudies have demonstrated that environmental conditions, such as temperature stress, can negatively affect animal growth and beef quality in cattle [74].",0
Our recent study indicated that a lower ambient temperature decreased growth and feed efficiency in Korean cattle steers [78].,0
"Heat stress can also negatively affect animal performance, including growth, milk production, reproduction, feed intake, overall health, and well-being in cattle [79,80].",0
The coordination of several factors affects IMF deposition.,0
"The authors suggested that mild heat stress in summer and mild cold stress in winter may be beneficial to fat deposition under ad libitum feeding conditions for cattle fed in an unprotected, unsheltered area.",0
They also suggested that animals deposit fat in the winter to provide insulation for the body under cold stress.,0
Animals may require more energy to meet the increased maintenance energy requirements.,0
"Young [81] suggested that energy requirements increase during winter or when animals are under cold stress, as increased heat production is needed to maintain body temperature by shivering or other thermogenic process.",0
Angus crossbred cattle exposed to greater heat stress tend to have a greater MS [82].,0
The authors mentioned that slight heat stress might induce IMF deposition.,0
Seasonal variations in carcass characteristics have been observed in Korean cattle steers by our group [2].,0
"Therefore, the poor YG in winter may be due, in part, to high backfat thickness.",0
"Thus, a combination of several strategies may be needed to manipulate IMF deposition, depending on the consumerâ€™s beef preference.",0
"However, both MS and QG were best in autumn and worst in spring.",0
Maternal dietary risk factors in childhood acute lymphoblastic leukemia (United States).,1
Cancer Causes Control 15(6):559â€“570.,1
"Acute lymphoblastic leukemia (ALL) is the most common childhood cancer (with 2,400 cases diagnosed each year in those under age 20) and the second most common cause of mortality in children aged 1â€“14.",1
"The NCCLS is a population-based caseâ€“control study of risk factors for child leukemia, including maternal diet.",1
Researchers compared 138 mothers of children diagnosed with ALL with a control group of 138 mothers whose children did not have cancer.,1
All the mothers completed a questionnaire pertaining to their diet in the 12 months prior to pregnancy.,1
"The researchers chose this period as a more accurate reflection of each womanâ€™s typical diet, compared to pregnancy, when diet can vary with the degree of nausea experienced.",1
"The questionnaire asked about 76 food items, plus use of vitamins, certain reduced-fat foods, and cooking fat.",1
"The researchers found that the more vegetables, fruits, and proteins a woman ate, the lower the risk of her child having leukemia.",1
Use of vitamin supplements was not significantly linked to leukemia risk.,1
PubMed Central:,1
Abstract\nCryptorchidism and retention of MÃ¼llerian duct structures occur with high frequency among the male offspring of CD-1 mice treated with 100 micrograms diethylstilbestrol/kg body weight on days 9 through 16 of pregnancy.,1
"Hyperplasia of the rete testis and MÃ¼llerian duct structures were found in many of the DES-treated male mice, as was a low but significant number of reproductive tract neoplasms.",1
PubMed Central:,1
Abstract\nAn international case-control study of primary pediatric brain tumors included interviews with mothers of cases diagnosed from 1976 to 1994 and mothers of population controls.,1
"Data are available on maternal vitamin use during pregnancy for 1051 cases and 1919 controls from eight geographic areas in North America, Europe, and Israel.",1
"The greatest risk reduction was among children diagnosed under 5 years of age whose mothers used supplements during all three trimesters (OR 0.5, CI 0.3-0.8).",1
This effect did not vary by histology and was seen for supplementation during pregnancy rather than during the month before pregnancy or while breast feeding.,1
"The proportion of control mothers who took vitamins during pregnancy varied tremendously: from 3% in Israel and France, 21% in Italy, 33% in Canada, 52% in Spain and 86 to 92% at the three U.S. centers.",1
"The composition of the various multivitamin compounds taken also varied: the daily dose of vitamin C ranged from 0 to 600 mg, vitamin E ranged from 0 to 70 mg, vitamin A ranged from 0 to 30,000 IU, and folate ranged from 0 to 2000 micrograms.",1
PubMed Central:,1
Maternal iron deficiency and anemia early in gestation can result in premature birth and low birth weight.,1
"These, in turn, can trigger further problems ranging from slow physical growth and motor development to impaired emotional control.",1
"In severe cases, both maternal and fetal survival can be threatened at or near birth.",1
"Thus, there exists a near-global public health policy of maternal iron supplementation during pregnancy.",1
The new study appears in the July 2006 issue of Archives of Medical Research .,1
A team including nutritionist and epidemiologist Esther Casanueva of the National Institute of Perinatology Isidro Espinosa de los Reyes (INPerIER) in Mexico City and colleagues elsewhere in Mexico City and California studied 116 women receiving prenatal care at INPerIER.,1
All had come to INPerIER for prenatal care by gestational week 20.,1
Half took 60 mg of iron as ferrous sulfate with 200 Î¼g of folic acid and 1 Î¼g of vitamin B12once a day; the others took double this dose once a week.,1
The researchers checked the womenâ€™s levels of hemoglobin (which transports oxygen) and ferritin every four weeks through the end of pregnancy.,1
More of the women taking the weekly dose were mildly anemic (with hemoglobin levels shown not to carry any risk for mothers and infants) compared with the women taking the daily dose.,1
"However, by weeks 28 to 36, women taking the daily supplement had a significantly higher prevalence of hemoconcentration, a condition defined as hemoglobin levels above 145 g/L.",1
"â€œMaintaining a high iron environment in the intestine by ingesting significantly more iron than needed every day overwhelms this safety system,â€ says coauthor Fernando E. Viteri.",1
PubMed Central:,1
Oesophageal cancer studies in the Caspian Littoral of Iran: results of a case-control study.,1
Abstract\nThe results are presented of a case-control study conducted in the north of Iran.,1
"Two controls were chosen per case, matched for village of residence, age, sex and language group, Reinterviewing was performed to a limited extent to assess the accuracy of replies to questionnaires.",1
"[""The following were found not to be associated with oesophageal cancer: consumption of sheep's milk and yoghurt, sesame oil, chewing of nass, making of carpets, use of pregnancy diets, salting and sun-drying of meat and use of wild spinach.""]",1
"The two factors each had an independent effect, and were more marked for oesophageal cancer than for the other tumours.",1
Images\n\nPubMed Central:,1
Rats receiving daily doses of arsenic equivalent to the levels in groundwater from heavily arsenic-contaminated areas of the Bengal Basin retained significantly less of the element in blood and liver and excreted significantly more in urine when fed 2 mg/mL AGE.,1
AGE was also seen to significantly reduce intracellular reactive oxygen species in several cell types.,1
"Using data from a U.S. national study on the health effects of prenatal diethylstilbestrol exposure, a team of researchers reported in the 11 January 2008 advance access edition of the American Journal of Epidemiology that study participants who had never smoked cigarettes but had been prenatally exposed to maternal cigarette smoke experienced earlier-onset menopause.",1
Antibiotic Resistance Seen in Arctic Wildfowl\nSwedish researchers reported in the January 2008 issue of Emerging Infectious Diseases that birds living in three different geographic regions of the Arctic tundra carry E. coli bacteria resistant to multiple types of antibiotics.,1
"Caption (FIG)\n\nThe western sandpiper, one of the Arctic species studied\n\nUK Organic Certifier Says No to Nanomaterials\nThe Soil Association, a nonprofit UK organization that certifies the majority of that nationâ€™s organic products, announced in January 2008 it will no longer allow man-made nanomaterials (materials with a mean size of less than 200 nm) to be used in goods carrying its certification label.",1
"In response, the Chinese government invested US$100 million in 2007 to launch the collection of data from industrial, agricultural, and residential sources at sites throughout China, beginning in February 2008.",1
"The work, which is being overseen by the State Environmental Protection Administration and the Ministry of Agriculture, will also compile information on methods of environmental remediation currently available in the country.",1
Data collection is projected to be complete by mid-2008.,1
Researchers at the University of Texas M.D.,1
Anderson Cancer Center are currently conducting clinical trials in Shanghai on a cancer therapy that uses the venom of the Asiatic toad ( Bufo gargarizans ).,1
Chinaâ€™s use of the venom in the treatment of a number of illnesses can be traced back to the tenth century.,1
"In mouse studies, the compound was better at shrinking pancreatic tumors than gemcitabine, a standard chemotherapy drug.",1
PubMed Central:,1
Male adult offspring (n\u200a=\u200a8) were compared to control male (n\u200a=\u200a8).,1
2-D gel electrophoresis-based proteomics and mass spectroscopy were used to investigate differential protein expression.,1
"Results\nThere were 35 spots, mapped to 33 unique proteins, which were significantly different between the two groups.",1
"Of these, 22 were down-regulated and 13 up-regulated.",1
"The fold changes were uniformly small, with the largest FC being âˆ’1.67.",1
"Within the significantly different spots, three calcium binding proteins (calbindin1, calbindin2 and hippocalcin) were altered.",1
"Briefly, DVD-deficient neonates had larger lateral ventricles, increased cellular proliferation and reduced apoptosis, altered neurogenesis, reduced density of neurotrophin receptor (p75NTR), and reduced levels of nerve growth factor (NGF) and glial cell line-derived growth factor (GDNF) compared to controls[5]â€“[7].",1
As adults these animals had larger lateral ventricles and reduced NGF expression compared to controls[8].,1
"Behaviourally, adult DVD-deficient rats were more active than controls (i.e.",1
"showing â€œhyperlocomotionâ€)[9],[10].",1
"The DVD adult rat is also more sensitive to haloperidol, a dopamine (DA) D2 receptor antagonist[10], that is a widely used antipsychotic medication used to treat schizophrenia.",1
"In particular, a proteomic study based on two cortical regions of DVD-deficient rats (frontal cortex and hippocampus), identified 36 dysregulated proteins.",1
"Methods\nTo obtain vitamin D3depletion, female Sprague-Dawley rats (Herston Animal Facility, Queensland, Australia) were kept on a vitamin D deficient diet (Dyets Inc., PA, USA).",1
"Animals were housed on a 12-h light/dark cycle (lights on at 06:00 h) using incandescent lighting, to avoid ultraviolet radiation within the vitamin D3action spectrum.",1
These conditions were maintained for six weeks prior to mating and throughout gestation.,1
"Control animals were kept under similar conditions except they received a vitamin D replete diet (Dyets, PA, USA and Specialty Foods, WA, Australia) and were housed under standard lighting conditions.",1
Dams (and corresponding litters) were placed under control conditions for the remainder of the experiment.,1
The male pups were weaned on postnatal day 21 and housed in groups of 3â€“6.,1
"All procedures were performed with approval from the Queensland University Animal Ethics Committee, under the guidelines of the National Health and Medical Research Council of Australia.",1
Sample Preparation\nTissue was sampled from 8 control and 8 DVD deficient male adult offspring.,1
These animals were from four separate litters per experimental group.,1
The nucleus accumbens (NAc) were sampled from all animals according to boundaries determined from a standard rat brain atlas[22].,1
Sample preparation and two dimensional gel electrophoresis (2DE) methodology was performed according to Alexander-Kaufman et al [23].,1
"Briefly, 0.04 gâ€“0.07 g of crude fresh frozen NAc tissue was placed in Buffer 1 (7M Urea, 2M Thiourea, 1% C7bZO, 40 mM Tris).",1
"Sample suspensions were sonicated 3Ã—10 sec at 40% intensity and centrifuged at 14,000Ã— g for 20 min at 15Â°C.",1
The supernatant was reduced and alkylated in 5 mM tributylphosphine (TBP) and 1M acrylamide monomer at room temperature for 2 hr.,1
The reaction was quenched by adding 10 mM DTT followed by 20 mg citric acid to adjust pH to approximately pH 6.0.,1
"Samples were precipitated using 5 volumes of room temperature acetone for 10 min and centrifuged at 3,500Ã— g for 15 min at 15Â°C.",1
"The pellet was air dried for 5 min and resuspended in Buffer 2 (7M urea, 2M thiourea, 1% C7bZO).",1
Two Dimensional Gel Electrophoresis\nProtein concentration was determined by the Bradford method[24].,1
"The 8 DVD deficient and 8 control sample tissues were used to perform duplicate 2DE analyses, providing a total of 16 gels for each group.",1
"Pre-cast immobilised pH gradient strips (IPG, 11 cm, pH 3â€“10, Proteome Systems, North Ryde, Australia) were passively rehydrated in 200 Âµg sample protein extract for 6 hr at room temperature.",1
"In the first dimension, rehydrated strips were focused using an ElectrophoretIQ3 isoelectric focusing system (Proteome Systems) for a total of 120 kVh.",1
"IPG strips were reduced, alkylated and detergent exchanged using SDS equilibration buffer (Proteome Systems, 20 min) and loaded onto pre-cast SDS-PAGE gels ( GelChipâ„¢ 2D, 6â€“15%, 10Ã—15 cm; Proteome Systems) for second dimension molecular mass separation using the ElectrophoreticIQ3 system (50mA/gel, 15Â°C for 90 min).",1
Image acquisition and analysis\nGels were fixed in solution containing 25% (v/v) methanol and 10% (v/v) acetic acid for 1 hr and stained using colloidal Coomassie Blue for spot visualization.,1
"Gels were scanned using a transmissive, flatbed scanner (UMAX) and analyzed using Phoretix 2D Expression software (Nonlinear Dynamics, Newcastle-upon-Tyne, UK).",1
"Following background subtraction and volume normalization of all gels, average gels were created for each group to assist comparison and reduce within group variations.",1
"Averaging parameters were set at 70%, therefore for a protein spot to appear in the averaged gel it must be present in 70% of all gels within a group.",1
One-way Analysis of Variance (ANOVA) statistical tests were used to reveal statistically significant protein expression differences between the two groups (p<0.05).,1
Protein spots that were significantly altered were excised for identification by mass spectrometry.,1
Mass Spectrometry\nExcised spots were washed in 50 mM ammonium bicarbonate/acetonitrile (60âˆ¶40 solution) for 1 hr at room temperature.,1
"Spots were dried in a Vacuum Concentrator (Eppendorf, Hamburg Germany) for 25 min and rehydrated at 4Â°C in tryptic digest solution (10 ng/Âµl porcine sequencing grade trypsin (Promega) in 50 mM NH4HCO3) for 1 h. Remaining tryptic digest solution was removed and gel pieces suspended overnight at 37Â°C in 50 mM NH4HCO3.",1
